hostname,username,createdat,lab,team,project,description,product_name,product_type,platform_name,platform_type,product_class,pch_ult,pch_vid,die,pch_stepping,ifwi_version,interface_name,subtestid,is_valid_mask,meas_id,Valid_Meas,mode,port,topology,data_rate,end_point,frequency,vt_corner,discipline,buffer_type,Signal,Measurement,# of meas,DataValid_by_TestId,PCD_Dts0,PCD_Dts1,PCD_Dts2,PCD_Dts3,PCD_Dts4,PCD_Dts5,PCD_Dts6,PCD_Dts7,Tc,V1P8A,comment,cpu_stepping,cpu_ult,cpu_vid,current,max,mean,min,parameter_name_from_spec,postcode,rebootTries,spec_id,spec_max,spec_min,spec_version,std dev,testid
GM03WVAW2676,gmsvuser,2026-01-09T19:53:38.221Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/4/2/1/1/,0x1ffffffff,3,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,Low,SIV,c76pxecfio_io1p8_hsmv,TXIO0,HoldR,611,TRUE,,,,,,,,,25.09999847,1.712014475,[Test],a0,G5238080_079_-22_+7,U538G12400977,1.23E-08,1.31E-08,1.24E-08,1.22E-08,,,,,,,646055,8.80E-11,7e8fef8a-71be-453a-966f-a3e4d2437bd2
GM03WVAW2676,gmsvuser,2026-01-09T19:53:38.221Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/4/2/1/1/,0x1ffffffff,4,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,Low,SIV,c76pxecfio_io1p8_hsmv,TXIO0,SetupF,658,TRUE,,,,,,,,,25.09999847,1.712014475,[Test],a0,G5238080_079_-22_+7,U538G12400977,1.10E-08,1.12E-08,1.10E-08,1.09E-08,,,,,n/a,4.50E-09,646055,5.47E-11,7e8fef8a-71be-453a-966f-a3e4d2437bd2
GM03WVAW2676,gmsvuser,2026-01-09T19:53:38.221Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/4/2/1/1/,0x1ffffffff,5,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,Low,SIV,c76pxecfio_io1p8_hsmv,TXIO0,SetupR,658,TRUE,,,,,,,,,25.09999847,1.712014475,[Test],a0,G5238080_079_-22_+7,U538G12400977,1.12E-08,1.12E-08,1.10E-08,1.05E-08,,,,,,,646055,1.01E-10,7e8fef8a-71be-453a-966f-a3e4d2437bd2
GM03WVAW2676,gmsvuser,2026-01-09T19:53:38.221Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/4/2/1/1/,0x1ffffffff,6,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,Low,SIV,c76pxecfio_io1p8_hsmv,TXIO1,tF,329,TRUE,,,,,,,,,25.09999847,1.712014475,[Test],a0,G5238080_079_-22_+7,U538G12400977,1.62E-09,1.87E-09,1.60E-09,1.46E-09,,,,,,,646055,6.87E-11,7e8fef8a-71be-453a-966f-a3e4d2437bd2
GM03WVAW2676,gmsvuser,2026-01-09T19:53:38.221Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/4/2/1/1/,0x1ffffffff,7,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,Low,SIV,c76pxecfio_io1p8_hsmv,TXIO1,tR,329,TRUE,,,,,,,,,25.09999847,1.712014475,[Test],a0,G5238080_079_-22_+7,U538G12400977,2.20E-09,2.45E-09,2.17E-09,1.67E-09,,,,,,,646055,2.04E-10,7e8fef8a-71be-453a-966f-a3e4d2437bd2
GM03WVAW2676,gmsvuser,2026-01-09T19:53:38.221Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/4/2/1/1/,0x1ffffffff,8,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,Low,SIV,c76pxecfio_io1p8_hsmv,TXIO1,HoldF,329,TRUE,,,,,,,,,25.09999847,1.712014475,[Test],a0,G5238080_079_-22_+7,U538G12400977,1.25E-08,1.31E-08,1.26E-08,1.24E-08,,,,,n/a,2.50E-09,646055,1.53E-10,7e8fef8a-71be-453a-966f-a3e4d2437bd2
GM03WVAW2676,gmsvuser,2026-01-09T19:53:38.221Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/4/2/1/1/,0x1ffffffff,9,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,Low,SIV,c76pxecfio_io1p8_hsmv,TXIO1,HoldR,329,TRUE,,,,,,,,,25.09999847,1.712014475,[Test],a0,G5238080_079_-22_+7,U538G12400977,1.24E-08,1.27E-08,1.24E-08,1.23E-08,,,,,,,646055,9.58E-11,7e8fef8a-71be-453a-966f-a3e4d2437bd2
GM03WVAW2676,gmsvuser,2026-01-09T19:53:38.221Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/4/2/1/1/,0x1ffffffff,10,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,Low,SIV,c76pxecfio_io1p8_hsmv,TXIO1,SetupF,329,TRUE,,,,,,,,,25.09999847,1.712014475,[Test],a0,G5238080_079_-22_+7,U538G12400977,1.10E-08,1.11E-08,1.09E-08,1.05E-08,,,,,n/a,4.50E-09,646055,1.47E-10,7e8fef8a-71be-453a-966f-a3e4d2437bd2
GM03WVAW2676,gmsvuser,2026-01-09T19:53:38.221Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/4/2/1/1/,0x1ffffffff,11,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,Low,SIV,c76pxecfio_io1p8_hsmv,TXIO1,SetupR,329,TRUE,,,,,,,,,25.09999847,1.712014475,[Test],a0,G5238080_079_-22_+7,U538G12400977,1.11E-08,1.13E-08,1.11E-08,1.07E-08,,,,,,,646055,1.23E-10,7e8fef8a-71be-453a-966f-a3e4d2437bd2
GM03WVAW2676,gmsvuser,2026-01-09T19:53:38.221Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/4/2/1/1/,0x1ffffffff,21,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,Low,SIV,c76pxecfio_io1p8_hsmv,TXIO2,tF,460,TRUE,,,,,,,,,25.09999847,1.712014475,[Test],a0,G5238080_079_-22_+7,U538G12400977,2.59E-09,3.09E-09,2.27E-09,1.52E-09,,,,,,,646055,4.93E-10,7e8fef8a-71be-453a-966f-a3e4d2437bd2
GM03WVAW2676,gmsvuser,2026-01-09T19:53:38.221Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/4/2/1/1/,0x1ffffffff,22,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,Low,SIV,c76pxecfio_io1p8_hsmv,TXIO2,tR,460,TRUE,,,,,,,,,25.09999847,1.712014475,[Test],a0,G5238080_079_-22_+7,U538G12400977,2.47E-09,2.59E-09,1.95E-09,1.33E-09,,,,,,,646055,3.54E-10,7e8fef8a-71be-453a-966f-a3e4d2437bd2
GM03WVAW2676,gmsvuser,2026-01-09T19:53:38.221Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/4/2/1/1/,0x1ffffffff,23,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,Low,SIV,c76pxecfio_io1p8_hsmv,TXIO2,HoldF,460,TRUE,,,,,,,,,25.09999847,1.712014475,[Test],a0,G5238080_079_-22_+7,U538G12400977,1.25E-08,1.30E-08,1.25E-08,1.24E-08,,,,,n/a,2.50E-09,646055,1.53E-10,7e8fef8a-71be-453a-966f-a3e4d2437bd2
GM03WVAW2676,gmsvuser,2026-01-09T19:53:38.221Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/4/2/1/1/,0x1ffffffff,24,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,Low,SIV,c76pxecfio_io1p8_hsmv,TXIO2,HoldR,414,TRUE,,,,,,,,,25.09999847,1.712014475,[Test],a0,G5238080_079_-22_+7,U538G12400977,1.25E-08,1.28E-08,1.25E-08,1.24E-08,,,,,,,646055,1.07E-10,7e8fef8a-71be-453a-966f-a3e4d2437bd2
GM03WVAW2676,gmsvuser,2026-01-09T19:53:38.221Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/4/2/1/1/,0x1ffffffff,25,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,Low,SIV,c76pxecfio_io1p8_hsmv,TXIO2,SetupF,460,TRUE,,,,,,,,,25.09999847,1.712014475,[Test],a0,G5238080_079_-22_+7,U538G12400977,1.10E-08,1.11E-08,1.10E-08,1.04E-08,,,,,n/a,4.50E-09,646055,1.41E-10,7e8fef8a-71be-453a-966f-a3e4d2437bd2
GM03WVAW2676,gmsvuser,2026-01-09T19:53:38.221Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/4/2/1/1/,0x1ffffffff,26,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,Low,SIV,c76pxecfio_io1p8_hsmv,TXIO2,SetupR,460,TRUE,,,,,,,,,25.09999847,1.712014475,[Test],a0,G5238080_079_-22_+7,U538G12400977,1.11E-08,1.11E-08,1.09E-08,1.07E-08,,,,,,,646055,1.20E-10,7e8fef8a-71be-453a-966f-a3e4d2437bd2
GM03WVAW2676,gmsvuser,2026-01-09T19:53:38.221Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/4/2/1/1/,0x1ffffffff,27,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,Low,SIV,c76pxecfio_io1p8_hsmv,TXIO3,tF,184,TRUE,,,,,,,,,25.09999847,1.712014475,[Test],a0,G5238080_079_-22_+7,U538G12400977,2.92E-09,3.15E-09,2.57E-09,1.56E-09,,,,,,,646055,5.42E-10,7e8fef8a-71be-453a-966f-a3e4d2437bd2
GM03WVAW2676,gmsvuser,2026-01-09T19:53:38.221Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/4/2/1/1/,0x1ffffffff,28,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,Low,SIV,c76pxecfio_io1p8_hsmv,TXIO3,tR,184,TRUE,,,,,,,,,25.09999847,1.712014475,[Test],a0,G5238080_079_-22_+7,U538G12400977,2.54E-09,2.77E-09,2.27E-09,1.34E-09,,,,,,,646055,4.99E-10,7e8fef8a-71be-453a-966f-a3e4d2437bd2
