hostname,username,createdat,lab,team,project,description,product_name,product_type,platform_name,platform_type,product_class,pch_ult,pch_vid,die,pch_stepping,ifwi_version,interface_name,subtestid,is_valid_mask,meas_id,Valid_Meas,mode,port,topology,data_rate,end_point,frequency,vt_corner,discipline,buffer_type,Signal,Measurement,# of meas,DataValid_by_TestId,PCD_Dts0,PCD_Dts1,PCD_Dts2,PCD_Dts3,PCD_Dts4,PCD_Dts5,PCD_Dts6,PCD_Dts7,PCH_Dts0,PCH_Dts1,PCH_Dts2,PCH_Dts3,Tc,V1P8A,comment,cpu_stepping,cpu_ult,cpu_vid,current,max,mean,min,parameter_name_from_spec,postcode,rebootTries,spec_id,spec_max,spec_min,spec_version,std dev,testid
GM03WVAW2676,gmsvuser,2026-01-14T21:24:26.889Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,33,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,Clock,Undershoot,1598,None,84,83,83,83,82,83,85,84,,,,,84.80000305175781,1.8900773917838425,[Test],a0,G5258010_004_+7_+8,U548C31700538,0,0,0,0,,0x10ad,1,,,,646055,0,a63bdf9b-204a-407b-8e6e-5ea4fae306e6
GM03WVAW2676,gmsvuser,2026-01-14T21:24:26.889Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,0,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO0,tF,658,None,84,83,83,83,82,83,85,84,,,,,84.80000305175781,1.8900773917838425,[Test],a0,G5258010_004_+7_+8,U548C31700538,3.85406e-09,4.40863e-09,4.015145e-09,2.88629e-09,,0x10ad,1,,,,646055,1.16532e-10,a63bdf9b-204a-407b-8e6e-5ea4fae306e6
GM03WVAW2676,gmsvuser,2026-01-14T21:24:26.889Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,1,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO0,tR,658,None,84,83,83,83,82,83,85,84,,,,,84.80000305175781,1.8900773917838425,[Test],a0,G5258010_004_+7_+8,U548C31700538,2.87771e-09,3.98866e-09,2.836637e-09,1.86683e-09,,0x10ad,1,,,,646055,3.30085e-10,a63bdf9b-204a-407b-8e6e-5ea4fae306e6
GM03WVAW2676,gmsvuser,2026-01-14T21:24:26.889Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,9,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO0,Vmax,47,None,84,83,83,83,82,83,85,84,,,,,84.80000305175781,1.8900773917838425,[Test],a0,G5258010_004_+7_+8,U548C31700538,1.97888,1.98592,1.971613,1.95949,,0x10ad,1,,,,646055,0.005785,a63bdf9b-204a-407b-8e6e-5ea4fae306e6
GM03WVAW2676,gmsvuser,2026-01-14T21:24:26.889Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,8,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO0,Vmin,47,None,84,83,83,83,82,83,85,84,,,,,84.80000305175781,1.8900773917838425,[Test],a0,G5258010_004_+7_+8,U548C31700538,-0.07474,-0.06617,-0.079152,-0.09898,,0x10ad,1,,,,646055,0.006201,a63bdf9b-204a-407b-8e6e-5ea4fae306e6
GM03WVAW2676,gmsvuser,2026-01-14T21:24:26.889Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,2,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO0,HoldF,658,None,84,83,83,83,82,83,85,84,,,,,84.80000305175781,1.8900773917838425,[Test],a0,G5258010_004_+7_+8,U548C31700538,1.26398e-08,1.282718e-08,1.2657439e-08,1.24852e-08,,0x10ad,1,,n/a,2.50E-09,646055,6.7228e-11,a63bdf9b-204a-407b-8e6e-5ea4fae306e6
GM03WVAW2676,gmsvuser,2026-01-14T21:24:26.889Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,3,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO0,HoldR,611,None,84,83,83,83,82,83,85,84,,,,,84.80000305175781,1.8900773917838425,[Test],a0,G5258010_004_+7_+8,U548C31700538,1.239413e-08,1.28742e-08,1.2529354e-08,1.221596e-08,,0x10ad,1,,,,646055,1.10917e-10,a63bdf9b-204a-407b-8e6e-5ea4fae306e6
GM03WVAW2676,gmsvuser,2026-01-14T21:24:26.889Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,4,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO0,SetupF,658,None,84,83,83,83,82,83,85,84,,,,,84.80000305175781,1.8900773917838425,[Test],a0,G5258010_004_+7_+8,U548C31700538,1.085099e-08,1.099168e-08,1.0863126e-08,1.070368e-08,,0x10ad,1,,n/a,4.50E-09,646055,5.3113e-11,a63bdf9b-204a-407b-8e6e-5ea4fae306e6
GM03WVAW2676,gmsvuser,2026-01-14T21:24:26.889Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,5,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO0,SetupR,658,None,84,83,83,83,82,83,85,84,,,,,84.80000305175781,1.8900773917838425,[Test],a0,G5258010_004_+7_+8,U548C31700538,1.107137e-08,1.118146e-08,1.0933959e-08,1.056611e-08,,0x10ad,1,,,,646055,1.314e-10,a63bdf9b-204a-407b-8e6e-5ea4fae306e6
GM03WVAW2676,gmsvuser,2026-01-14T21:24:26.889Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,7,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO0,Overshoot,470,None,84,83,83,83,82,83,85,84,,,,,84.80000305175781,1.8900773917838425,[Test],a0,G5258010_004_+7_+8,U548C31700538,0,0,0,0,,0x10ad,1,,,,646055,0,a63bdf9b-204a-407b-8e6e-5ea4fae306e6
GM03WVAW2676,gmsvuser,2026-01-14T21:24:26.889Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,6,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO0,Undershoot,470,None,84,83,83,83,82,83,85,84,,,,,84.80000305175781,1.8900773917838425,[Test],a0,G5258010_004_+7_+8,U548C31700538,0,5.17,0.428,0,,0x10ad,1,,,,646055,1.29,a63bdf9b-204a-407b-8e6e-5ea4fae306e6
GM03WVAW2676,gmsvuser,2026-01-14T21:24:26.889Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,10,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO1,tF,329,None,84,83,83,83,82,83,85,84,,,,,84.80000305175781,1.8900773917838425,[Test],a0,G5258010_004_+7_+8,U548C31700538,4.35181e-09,4.51894e-09,4.359296e-09,4.18856e-09,,0x10ad,1,,,,646055,6.136e-11,a63bdf9b-204a-407b-8e6e-5ea4fae306e6
GM03WVAW2676,gmsvuser,2026-01-14T21:24:26.889Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,11,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO1,tR,329,None,84,83,83,83,82,83,85,84,,,,,84.80000305175781,1.8900773917838425,[Test],a0,G5258010_004_+7_+8,U548C31700538,4.39857e-09,4.64003e-09,4.215235e-09,3.99831e-09,,0x10ad,1,,,,646055,7.9308e-11,a63bdf9b-204a-407b-8e6e-5ea4fae306e6
GM03WVAW2676,gmsvuser,2026-01-14T21:24:26.889Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,19,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO1,Vmax,47,None,84,83,83,83,82,83,85,84,,,,,84.80000305175781,1.8900773917838425,[Test],a0,G5258010_004_+7_+8,U548C31700538,1.97827,2.03607,1.974635,1.96194,,0x10ad,1,,,,646055,0.010359,a63bdf9b-204a-407b-8e6e-5ea4fae306e6
GM03WVAW2676,gmsvuser,2026-01-14T21:24:26.889Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,18,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO1,Vmin,47,None,84,83,83,83,82,83,85,84,,,,,84.80000305175781,1.8900773917838425,[Test],a0,G5258010_004_+7_+8,U548C31700538,-0.05158,-0.0448,-0.052972,-0.075,,0x10ad,1,,,,646055,0.005582,a63bdf9b-204a-407b-8e6e-5ea4fae306e6
GM03WVAW2676,gmsvuser,2026-01-14T21:24:26.889Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,12,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO1,HoldF,329,None,84,83,83,83,82,83,85,84,,,,,84.80000305175781,1.8900773917838425,[Test],a0,G5258010_004_+7_+8,U548C31700538,1.37968e-08,1.440204e-08,1.3865638e-08,1.349831e-08,,0x10ad,1,,n/a,2.50E-09,646055,1.95164e-10,a63bdf9b-204a-407b-8e6e-5ea4fae306e6
